,SP-Subregião,MAPE Infectados,MAPE  Recuperados,Result
0,Liège,3.649672874767856,0.09772878541480624,Passed
1,Liège,3.739467869543721,0.10125435184217492,Passed
2,Liège,3.9485692592847936,0.10277483695106024,Passed
3,Liège,4.1851013591609165,0.15405965640165048,Passed
4,Liège,3.9392847808888485,0.13131291904773731,Passed
5,Liège,4.03020728001477,0.10854576767667257,Passed
6,Liège,4.203493137426499,0.13654163797675326,Passed
7,Liège,4.170373395106994,0.6553195951860461,Passed
8,Liège,4.384570623798085,0.14048965524640974,Passed
9,Liège,4.512379224897741,0.18684819004682424,Passed
10,Liège,4.689082097835724,0.1481169575468479,Passed
11,Liège,3.4174090946966924,0.9483168276563232,Passed
12,Liège,5.041797917455417,0.6870390282377006,Passed
13,Liège,5.067816292049359,0.4149379018761011,Passed
14,Liège,3.6475964842919697,0.2810065664597063,Passed
15,Liège,3.582865613184806,0.11260011624253373,Passed
16,Liège,3.1579487964551984,0.4778199297961015,Passed
17,Liège,2.720686171328309,1.0071632370356156,Passed
18,Liège,2.804866985569284,1.039179866358417,Passed
19,Liège,2.893295896888392,0.7478738987774669,Passed
20,Liège,3.444751482561474,0.10274073230201068,Passed
21,Liège,3.0134529338576828,0.379327041911758,Passed
22,Liège,3.2317108237460395,0.2742106451667536,Passed
23,Liège,3.7844345307786575,0.08302404383383404,Passed
24,Liège,4.303542000204988,0.09132596556406723,Passed
25,Liège,0.3833410680604175,0.1438993872401943,Passed
26,Liège,1.1067811316180525,1.6852418023667632,Passed
27,Liège,0.47588571028549204,0.1233141925909688,Passed
28,Liège,0.3206052066814203,0.08541378718981238,Passed
29,Liège,0.0037012255166595813,0.04505349408554908,Passed
30,Liège,0.0,0.0,Passed
