,SP-Subregião,MAPE Infectados,MAPE  Recuperados,Result
0,BrabantWallon,5.075896917490914,0.27139433068546504,Passed
1,BrabantWallon,5.27114728598416,0.2695265507936797,Passed
2,BrabantWallon,5.48879644638046,0.2884901669584917,Passed
3,BrabantWallon,5.6070574324391185,0.3465248135359029,Passed
4,BrabantWallon,5.637757053297605,0.3231498165152717,Passed
5,BrabantWallon,5.299890416275137,0.3129265019008857,Passed
6,BrabantWallon,5.0438617138192665,0.3101186917781904,Passed
7,BrabantWallon,5.122831211041373,0.4113201255981935,Passed
8,BrabantWallon,5.252445863363028,0.5614664502371816,Passed
9,BrabantWallon,4.300424598322503,1.7334811108499424,Passed
10,BrabantWallon,4.281588771212221,1.678785009985842,Passed
11,BrabantWallon,5.535414487039435,0.3408978817093509,Passed
12,BrabantWallon,5.831843115164598,0.39715853660870665,Passed
13,BrabantWallon,5.733080383881919,0.8431247472066592,Passed
14,BrabantWallon,2.3601346810115618,0.8838364352543269,Passed
15,BrabantWallon,4.867985877114908,2.6677271817517214,Passed
16,BrabantWallon,2.952597307502446,0.5332292445989557,Passed
17,BrabantWallon,0.8062516153606055,0.3890883146558099,Passed
18,BrabantWallon,0.9336548249125302,0.35618958814659746,Passed
19,BrabantWallon,0.912026680091326,0.3193313397348975,Passed
20,BrabantWallon,1.0366586830311226,0.3397030092847744,Passed
21,BrabantWallon,2.0391603008000625,0.09208420227666132,Passed
22,BrabantWallon,0.7103973425407328,0.036969948699986314,Passed
23,BrabantWallon,1.1181808726488447,0.015270730444450747,Passed
24,BrabantWallon,0.20129650644864375,0.007928018101590696,Passed
25,BrabantWallon,0.2034990853253786,0.02988949571087028,Passed
26,BrabantWallon,0.5635003793712702,0.003271025430674647,Passed
27,BrabantWallon,0.5169282282159349,0.0012186426582330167,Passed
28,BrabantWallon,0.3147724970702443,9.41408993105594e-05,Passed
29,BrabantWallon,0.00011354391832873401,0.00031816378212812203,Passed
30,BrabantWallon,0.0,0.0,Passed
