,SP-Subregião,MAPE Infectados,MAPE  Recuperados,Result
0,Namur,2.918693520047301,0.9326378775190488,Passed
1,Namur,2.8594411775300443,0.7876587945233682,Passed
2,Namur,2.779370866280694,0.7434861670781374,Passed
3,Namur,5.032282675500691,1.4243612144357711,Passed
4,Namur,2.7882965592925952,0.6846390998866099,Passed
5,Namur,2.90549441132398,0.6858569321709017,Passed
6,Namur,5.997068470475522,4.629714025559631,Passed
7,Namur,2.8773218904600664,0.5138698040926307,Passed
8,Namur,3.0153870464313943,0.3828073831707731,Passed
9,Namur,3.7278670027240848,1.6134286179742572,Passed
10,Namur,3.8467960950530986,1.3497586996596964,Passed
11,Namur,1.6157226260876698,0.13567708819284735,Passed
12,Namur,0.6913790445106519,0.16459403423671587,Passed
13,Namur,0.7193866896168701,0.13208749461814534,Passed
14,Namur,0.6589626855158685,0.04233257049268504,Passed
15,Namur,0.6904102586996745,0.035486433303945485,Passed
16,Namur,0.6404164634027756,0.13796266911824115,Passed
17,Namur,0.4119932192070805,0.22178767239172384,Passed
18,Namur,0.3610488713136644,0.21779016685665625,Passed
19,Namur,0.3721976484226547,0.2054779939416794,Passed
20,Namur,0.4722013594510046,0.006692809282030399,Passed
21,Namur,0.3715041792028234,0.0029120406314684264,Passed
22,Namur,0.4295695609634772,0.0002636778593645541,Passed
23,Namur,0.3889627440247687,0.000929110229204426,Passed
24,Namur,0.4508025287345404,0.004287193007703552,Passed
25,Namur,0.4345762936015529,0.0028853300957171236,Passed
26,Namur,0.2204453855301166,0.00042031239598813366,Passed
27,Namur,0.1783133001287009,0.0012532088921102175,Passed
28,Namur,0.1806032868336972,0.0005695216419362737,Passed
29,Namur,0.0003225929558473683,0.0006240861483284254,Passed
30,Namur,0.0,0.0,Passed
