,SP-Subregião,MAPE Infectados,MAPE  Recuperados,Result
0,Hainaut,3.6140478398615183,0.13706405846893002,Passed
1,Hainaut,3.8152783030135913,0.12104278424759406,Passed
2,Hainaut,3.8392664925745374,0.2038318862600621,Passed
3,Hainaut,3.938224501360232,0.19970693469065653,Passed
4,Hainaut,4.083525622362858,0.3300649352149621,Passed
5,Hainaut,4.228795114049913,0.15442668142603871,Passed
6,Hainaut,4.303578939241619,0.4032586107686889,Passed
7,Hainaut,4.472378651626218,0.4513498232846296,Passed
8,Hainaut,4.6055778115487005,0.4389367343738539,Passed
9,Hainaut,4.810566804791304,0.5800504549488278,Passed
10,Hainaut,5.032957216019896,0.12873739745795726,Passed
11,Hainaut,4.0831894549105545,1.0095666571132198,Passed
12,Hainaut,3.7442969356502718,0.8373287757807734,Passed
13,Hainaut,5.7486096678961065,0.17960387789228574,Passed
14,Hainaut,4.253684111333952,0.11143427327921646,Passed
15,Hainaut,3.9230199326163127,0.2845967913640113,Passed
16,Hainaut,3.3212318143932382,0.9850033567548578,Passed
17,Hainaut,2.2571914808824283,0.3337309969954313,Passed
18,Hainaut,2.500748582147646,0.23896177885596506,Passed
19,Hainaut,2.5140620843965564,0.1912415465825036,Passed
20,Hainaut,2.688972152769525,0.12101980178904455,Passed
21,Hainaut,2.7754422391809985,0.07943762962857992,Passed
22,Hainaut,3.089496052647396,0.4612456541838984,Passed
23,Hainaut,3.4096399706322624,0.6337273792278074,Passed
24,Hainaut,3.3340159769658566,1.0162914059354518,Passed
25,Hainaut,1.8531348732110235,0.4599647801689769,Passed
26,Hainaut,0.7881638016111076,0.8070217108593334,Passed
27,Hainaut,0.8646489079069123,0.13112539520196226,Passed
28,Hainaut,0.5454738036746437,0.09226059780040637,Passed
29,Hainaut,0.0006382230619237817,0.04963872821357247,Passed
30,Hainaut,1.653626730496233e-14,0.0,Passed
