,SP-Subregião,MAPE Infectados,MAPE  Recuperados,Result
0,Brussels,2.981738736920726,0.0959001567782512,Passed
1,Brussels,2.765526620067066,0.08986481399832667,Passed
2,Brussels,2.840922562227488,0.16366219677477312,Passed
3,Brussels,2.8965401781197637,0.10489470617382797,Passed
4,Brussels,2.834262849946969,0.1065277582814568,Passed
5,Brussels,2.7823160601659502,0.11496723749969613,Passed
6,Brussels,2.9358896974569166,0.14076577360438616,Passed
7,Brussels,2.564226078462435,1.1328694314589207,Passed
8,Brussels,2.6314784572257377,1.0877284319266858,Passed
9,Brussels,3.059846889883909,0.2030658728316328,Passed
10,Brussels,3.19763631635858,0.09265875977097973,Passed
11,Brussels,2.2138196126016663,1.0636802466858954,Passed
12,Brussels,3.476258113618301,0.2800326047818101,Passed
13,Brussels,3.4047738238785294,0.09821926193941301,Passed
14,Brussels,2.361529269111473,0.07449078782316422,Passed
15,Brussels,2.0756276633955144,0.0909038273971282,Passed
16,Brussels,1.9652973662092956,0.19497243771960865,Passed
17,Brussels,1.7537396225997592,0.43960355845600896,Passed
18,Brussels,1.8354878996361887,0.410283031646165,Passed
19,Brussels,2.0057161391786416,0.3540471774940429,Passed
20,Brussels,2.055543403714762,0.10740033783582688,Passed
21,Brussels,2.140046624840445,0.2323811411301714,Passed
22,Brussels,2.3354751616496303,0.3233782258716357,Passed
23,Brussels,2.6524113761712145,0.08479447246180273,Passed
24,Brussels,2.282158928036816,0.6646235331280815,Passed
25,Brussels,1.0631942116550774,0.0984495438186764,Passed
26,Brussels,1.2057370450991869,1.201285093152031,Passed
27,Brussels,2.032749475258661,0.05593977390634239,Passed
28,Brussels,0.7009753666336417,0.005360935909844357,Passed
29,Brussels,0.003983132240087511,0.049796645955345546,Passed
30,Brussels,0.0,0.0,Passed
