,DATE,REGION,NEW_CASES,CUMULATIVE_CASES,NEW_RECOVERED,CUMULATIVE_RECOVERED,NEW_DEATHS,CUMULATIVE_DEATHS,ACTIVE_CASES
4599,2020-12-14,Brussels,207,78974,234,76759,0,0,2215
4600,2020-12-15,Brussels,262,79236,269,77028,0,0,2208
4601,2020-12-16,Brussels,209,79445,198,77226,0,0,2219
4602,2020-12-17,Brussels,212,79657,172,77398,0,0,2259
4603,2020-12-18,Brussels,222,79879,167,77565,0,0,2314
4604,2020-12-19,Brussels,151,80030,103,77668,0,0,2362
4605,2020-12-20,Brussels,40,80070,23,77691,0,0,2379
4606,2020-12-21,Brussels,206,80276,200,77891,0,0,2385
4607,2020-12-22,Brussels,222,80498,175,78066,0,0,2432
4608,2020-12-23,Brussels,159,80657,191,78257,0,0,2400
4609,2020-12-24,Brussels,135,80792,195,78452,0,0,2340
4610,2020-12-25,Brussels,43,80835,188,78640,0,0,2195
4611,2020-12-26,Brussels,99,80934,94,78734,0,0,2200
4612,2020-12-27,Brussels,30,80964,33,78767,0,0,2197
4613,2020-12-28,Brussels,189,81153,207,78974,0,0,2179
4614,2020-12-29,Brussels,197,81350,262,79236,0,0,2114
4615,2020-12-30,Brussels,163,81513,209,79445,0,0,2068
4616,2020-12-31,Brussels,142,81655,212,79657,0,0,1998
4617,2021-01-01,Brussels,53,81708,222,79879,0,0,1829
4618,2021-01-02,Brussels,105,81813,151,80030,0,0,1783
4619,2021-01-03,Brussels,168,81981,40,80070,0,0,1911
4620,2021-01-04,Brussels,252,82233,206,80276,0,0,1957
4621,2021-01-05,Brussels,408,82641,222,80498,0,0,2143
4622,2021-01-06,Brussels,296,82937,159,80657,0,0,2280
4623,2021-01-07,Brussels,273,83210,135,80792,0,0,2418
4624,2021-01-08,Brussels,276,83486,43,80835,0,0,2651
4625,2021-01-09,Brussels,274,83760,99,80934,0,0,2826
4626,2021-01-10,Brussels,160,83920,30,80964,0,0,2956
4627,2021-01-11,Brussels,335,84255,189,81153,0,0,3102
4628,2021-01-12,Brussels,275,84530,197,81350,0,0,3180
4629,2021-01-13,Brussels,242,84772,163,81513,0,0,3259
4630,2021-01-14,Brussels,203,84975,142,81655,0,0,3320
4631,2021-01-15,Brussels,209,85184,53,81708,0,0,3476
4632,2021-01-16,Brussels,127,85311,105,81813,0,0,3498
4633,2021-01-17,Brussels,123,85434,168,81981,0,0,3453
4634,2021-01-18,Brussels,282,85716,252,82233,0,0,3483
4635,2021-01-19,Brussels,254,85970,408,82641,0,0,3329
4636,2021-01-20,Brussels,198,86168,296,82937,0,0,3231
4637,2021-01-21,Brussels,224,86392,273,83210,0,0,3182
4638,2021-01-22,Brussels,273,86665,276,83486,0,0,3179
4639,2021-01-23,Brussels,181,86846,274,83760,0,0,3086
4640,2021-01-24,Brussels,79,86925,160,83920,0,0,3005
4641,2021-01-25,Brussels,271,87196,335,84255,0,0,2941
4642,2021-01-26,Brussels,191,87387,275,84530,0,0,2857
4643,2021-01-27,Brussels,193,87580,242,84772,0,0,2808
4644,2021-01-28,Brussels,236,87816,203,84975,0,0,2841
4645,2021-01-29,Brussels,303,88119,209,85184,0,0,2935
4646,2021-01-30,Brussels,215,88334,127,85311,0,0,3023
4647,2021-01-31,Brussels,79,88413,123,85434,0,0,2979
4648,2021-02-01,Brussels,352,88765,282,85716,0,0,3049
4649,2021-02-02,Brussels,276,89041,254,85970,0,0,3071
4650,2021-02-03,Brussels,241,89282,198,86168,0,0,3114
4651,2021-02-04,Brussels,278,89560,224,86392,0,0,3168
4652,2021-02-05,Brussels,277,89837,273,86665,0,0,3172
4653,2021-02-06,Brussels,159,89996,181,86846,0,0,3150
4654,2021-02-07,Brussels,73,90069,79,86925,0,0,3144
4655,2021-02-08,Brussels,255,90324,271,87196,0,0,3128
4656,2021-02-09,Brussels,325,90649,191,87387,0,0,3262
4657,2021-02-10,Brussels,244,90893,193,87580,0,0,3313
4658,2021-02-11,Brussels,228,91121,236,87816,0,0,3305
4659,2021-02-12,Brussels,231,91352,303,88119,0,0,3233
4660,2021-02-13,Brussels,181,91533,215,88334,0,0,3199
4661,2021-02-14,Brussels,71,91604,79,88413,0,0,3191
4662,2021-02-15,Brussels,302,91906,352,88765,0,0,3141
4663,2021-02-16,Brussels,287,92193,276,89041,0,0,3152
4664,2021-02-17,Brussels,281,92474,241,89282,0,0,3192
4665,2021-02-18,Brussels,314,92788,278,89560,0,0,3228
4666,2021-02-19,Brussels,324,93112,277,89837,0,0,3275
4667,2021-02-20,Brussels,220,93332,159,89996,0,0,3336
4668,2021-02-21,Brussels,103,93435,73,90069,0,0,3366
4669,2021-02-22,Brussels,418,93853,255,90324,0,0,3529
4670,2021-02-23,Brussels,335,94188,325,90649,0,0,3539
4671,2021-02-24,Brussels,340,94528,244,90893,0,0,3635
4672,2021-02-25,Brussels,350,94878,228,91121,0,0,3757
4673,2021-02-26,Brussels,400,95278,231,91352,0,0,3926
4674,2021-02-27,Brussels,291,95569,181,91533,0,0,4036
4675,2021-02-28,Brussels,133,95702,71,91604,0,0,4098
4676,2021-03-01,Brussels,434,96136,302,91906,0,0,4230
4677,2021-03-02,Brussels,357,96493,287,92193,0,0,4300
4678,2021-03-03,Brussels,377,96870,281,92474,0,0,4396
4679,2021-03-04,Brussels,325,97195,314,92788,0,0,4407
4680,2021-03-05,Brussels,340,97535,324,93112,0,0,4423
4681,2021-03-06,Brussels,206,97741,220,93332,0,0,4409
4682,2021-03-07,Brussels,103,97844,103,93435,0,0,4409
4683,2021-03-08,Brussels,495,98339,418,93853,0,0,4486
4684,2021-03-09,Brussels,453,98792,335,94188,0,0,4604
4685,2021-03-10,Brussels,479,99271,340,94528,0,0,4743
4686,2021-03-11,Brussels,479,99750,350,94878,0,0,4872
4687,2021-03-12,Brussels,485,100235,400,95278,0,0,4957
4688,2021-03-13,Brussels,352,100587,291,95569,0,0,5018
4689,2021-03-14,Brussels,215,100802,133,95702,0,0,5100
4690,2021-03-15,Brussels,653,101455,434,96136,0,0,5319
4691,2021-03-16,Brussels,647,102102,357,96493,0,0,5609
4692,2021-03-17,Brussels,590,102692,377,96870,0,0,5822
4693,2021-03-18,Brussels,678,103370,325,97195,0,0,6175
4694,2021-03-19,Brussels,593,103963,340,97535,0,0,6428
4695,2021-03-20,Brussels,365,104328,206,97741,0,0,6587
4696,2021-03-21,Brussels,212,104540,103,97844,0,0,6696
4697,2021-03-22,Brussels,739,105279,495,98339,0,0,6940
4698,2021-03-23,Brussels,752,106031,453,98792,0,0,7239
4699,2021-03-24,Brussels,732,106763,479,99271,0,0,7492
4700,2021-03-25,Brussels,715,107478,479,99750,0,0,7728
4701,2021-03-26,Brussels,757,108235,485,100235,0,0,8000
4702,2021-03-27,Brussels,421,108656,352,100587,0,0,8069
4703,2021-03-28,Brussels,253,108909,215,100802,0,0,8107
4704,2021-03-29,Brussels,655,109564,653,101455,0,0,8109
4705,2021-03-30,Brussels,541,110105,647,102102,0,0,8003
4706,2021-03-31,Brussels,533,110638,590,102692,0,0,7946
4707,2021-04-01,Brussels,610,111248,678,103370,0,0,7878
4708,2021-04-02,Brussels,561,111809,593,103963,0,0,7846
4709,2021-04-03,Brussels,449,112258,365,104328,0,0,7930
4710,2021-04-04,Brussels,202,112460,212,104540,0,0,7920
4711,2021-04-05,Brussels,248,112708,739,105279,0,0,7429
4712,2021-04-06,Brussels,529,113237,752,106031,0,0,7206
4713,2021-04-07,Brussels,493,113730,732,106763,0,0,6967
4714,2021-04-08,Brussels,540,114270,715,107478,0,0,6792
4715,2021-04-09,Brussels,504,114774,757,108235,0,0,6539
4716,2021-04-10,Brussels,282,115056,421,108656,0,0,6400
4717,2021-04-11,Brussels,165,115221,253,108909,0,0,6312
4718,2021-04-12,Brussels,484,115705,655,109564,0,0,6141
4719,2021-04-13,Brussels,409,116114,541,110105,0,0,6009
4720,2021-04-14,Brussels,486,116600,533,110638,0,0,5962
4721,2021-04-15,Brussels,414,117014,610,111248,0,0,5766
4722,2021-04-16,Brussels,515,117529,561,111809,0,0,5720
4723,2021-04-17,Brussels,389,117918,449,112258,0,0,5660
4724,2021-04-18,Brussels,274,118192,202,112460,0,0,5732
4725,2021-04-19,Brussels,631,118823,248,112708,0,0,6115
4726,2021-04-20,Brussels,555,119378,529,113237,0,0,6141
4727,2021-04-21,Brussels,448,119826,493,113730,0,0,6096
4728,2021-04-22,Brussels,443,120269,540,114270,0,0,5999
4729,2021-04-23,Brussels,423,120692,504,114774,0,0,5918
4730,2021-04-24,Brussels,249,120941,282,115056,0,0,5885
4731,2021-04-25,Brussels,180,121121,165,115221,0,0,5900
4732,2021-04-26,Brussels,408,121529,484,115705,0,0,5824
4733,2021-04-27,Brussels,415,121944,409,116114,0,0,5830
4734,2021-04-28,Brussels,356,122300,486,116600,0,0,5700
4735,2021-04-29,Brussels,361,122661,414,117014,0,0,5647
4736,2021-04-30,Brussels,348,123009,515,117529,0,0,5480
4737,2021-05-01,Brussels,200,123209,389,117918,0,0,5291
4738,2021-05-02,Brussels,171,123380,274,118192,0,0,5188
4739,2021-05-03,Brussels,415,123795,631,118823,0,0,4972
4740,2021-05-04,Brussels,374,124169,555,119378,0,0,4791
4741,2021-05-05,Brussels,376,124545,448,119826,0,0,4719
4742,2021-05-06,Brussels,376,124921,443,120269,0,0,4652
4743,2021-05-07,Brussels,275,125196,423,120692,0,0,4504
4744,2021-05-08,Brussels,187,125383,249,120941,0,0,4442
4745,2021-05-09,Brussels,133,125516,180,121121,0,0,4395
4746,2021-05-10,Brussels,277,125793,408,121529,0,0,4264
4747,2021-05-11,Brussels,271,126064,415,121944,0,0,4120
4748,2021-05-12,Brussels,263,126327,356,122300,0,0,4027
4749,2021-05-13,Brussels,141,126468,361,122661,0,0,3807
4750,2021-05-14,Brussels,247,126715,348,123009,0,0,3706
4751,2021-05-15,Brussels,197,126912,200,123209,0,0,3703
4752,2021-05-16,Brussels,130,127042,171,123380,0,0,3662
4753,2021-05-17,Brussels,361,127403,415,123795,0,0,3608
4754,2021-05-18,Brussels,308,127711,374,124169,0,0,3542
4755,2021-05-19,Brussels,397,128108,376,124545,0,0,3563
4756,2021-05-20,Brussels,255,128363,376,124921,0,0,3442
4757,2021-05-21,Brussels,277,128640,275,125196,0,0,3444
4758,2021-05-22,Brussels,233,128873,187,125383,0,0,3490
4759,2021-05-23,Brussels,67,128940,133,125516,0,0,3424
4760,2021-05-24,Brussels,173,129113,277,125793,0,0,3320
4761,2021-05-25,Brussels,308,129421,271,126064,0,0,3357
4762,2021-05-26,Brussels,262,129683,263,126327,0,0,3356
4763,2021-05-27,Brussels,260,129943,141,126468,0,0,3475
4764,2021-05-28,Brussels,214,130157,247,126715,0,0,3442
4765,2021-05-29,Brussels,133,130290,197,126912,0,0,3378
4766,2021-05-30,Brussels,90,130380,130,127042,0,0,3338
4767,2021-05-31,Brussels,232,130612,361,127403,0,0,3209
4768,2021-06-01,Brussels,182,130794,308,127711,0,0,3083
4769,2021-06-02,Brussels,223,131017,397,128108,0,0,2909
4770,2021-06-03,Brussels,192,131209,255,128363,0,0,2846
4771,2021-06-04,Brussels,198,131407,277,128640,0,0,2767
4772,2021-06-05,Brussels,101,131508,233,128873,0,0,2635
4773,2021-06-06,Brussels,69,131577,67,128940,0,0,2637
4774,2021-06-07,Brussels,177,131754,173,129113,0,0,2641
4775,2021-06-08,Brussels,153,131907,308,129421,0,0,2486
4776,2021-06-09,Brussels,144,132051,262,129683,0,0,2368
4777,2021-06-10,Brussels,121,132172,260,129943,0,0,2229
4778,2021-06-11,Brussels,123,132295,214,130157,0,0,2138
4779,2021-06-12,Brussels,68,132363,133,130290,0,0,2073
4780,2021-06-13,Brussels,36,132399,90,130380,0,0,2019
4781,2021-06-14,Brussels,105,132504,232,130612,0,0,1892
4782,2021-06-15,Brussels,69,132573,182,130794,0,0,1779
4783,2021-06-16,Brussels,64,132637,223,131017,0,0,1620
4784,2021-06-17,Brussels,101,132738,192,131209,0,0,1529
4785,2021-06-18,Brussels,64,132802,198,131407,0,0,1395
4786,2021-06-19,Brussels,68,132870,0,131407,0,0,1463
4787,2021-06-20,Brussels,15,132885,0,131407,0,0,1478
4788,2021-06-21,Brussels,0,132885,0,131407,0,0,1478
4789,2021-06-22,Brussels,0,132885,0,131407,0,0,1478
4790,2020-03-01,BrabantWallon,0,0,0,0,0,0,0
4791,2020-03-02,BrabantWallon,2,2,0,0,0,0,2
4792,2020-03-03,BrabantWallon,3,5,0,0,0,0,5
4793,2020-03-04,BrabantWallon,1,6,0,0,0,0,6
4794,2020-03-05,BrabantWallon,3,9,0,0,0,0,9
4795,2020-03-06,BrabantWallon,4,13,0,0,0,0,13
4796,2020-03-07,BrabantWallon,1,14,0,0,0,0,14
4797,2020-03-08,BrabantWallon,1,15,0,0,0,0,15
4798,2020-03-09,BrabantWallon,5,20,0,0,0,0,20
4799,2020-03-10,BrabantWallon,3,23,0,0,0,0,23
4800,2020-03-11,BrabantWallon,2,25,0,0,0,0,25
4801,2020-03-12,BrabantWallon,7,32,0,0,0,0,32
4802,2020-03-13,BrabantWallon,13,45,0,0,0,0,45
4803,2020-03-14,BrabantWallon,4,49,0,0,0,0,49
4804,2020-03-15,BrabantWallon,6,55,0,0,0,0,55
4805,2020-03-16,BrabantWallon,17,72,2,2,0,0,70
4806,2020-03-17,BrabantWallon,18,90,3,5,0,0,85
4807,2020-03-18,BrabantWallon,25,115,1,6,0,0,109
4808,2020-03-19,BrabantWallon,26,141,3,9,0,0,132
4809,2020-03-20,BrabantWallon,19,160,4,13,0,0,147
4810,2020-03-21,BrabantWallon,14,174,1,14,0,0,160
4811,2020-03-22,BrabantWallon,23,197,1,15,0,0,182
4812,2020-03-23,BrabantWallon,31,228,5,20,0,0,208
4813,2020-03-24,BrabantWallon,34,262,3,23,0,0,239
4814,2020-03-25,BrabantWallon,21,283,2,25,0,0,258
4815,2020-03-26,BrabantWallon,29,312,7,32,0,0,280
4816,2020-03-27,BrabantWallon,43,355,13,45,0,0,310
4817,2020-03-28,BrabantWallon,15,370,4,49,0,0,321
4818,2020-03-29,BrabantWallon,14,384,6,55,0,0,329
4819,2020-03-30,BrabantWallon,36,420,17,72,0,0,348
4820,2020-03-31,BrabantWallon,28,448,18,90,0,0,358
4821,2020-04-01,BrabantWallon,40,488,25,115,0,0,373
4822,2020-04-02,BrabantWallon,29,517,26,141,0,0,376
4823,2020-04-03,BrabantWallon,45,562,19,160,0,0,402
4824,2020-04-04,BrabantWallon,14,576,14,174,0,0,402
4825,2020-04-05,BrabantWallon,16,592,23,197,0,0,395
4826,2020-04-06,BrabantWallon,48,640,31,228,0,0,412
4827,2020-04-07,BrabantWallon,33,673,34,262,0,0,411
4828,2020-04-08,BrabantWallon,40,713,21,283,0,0,430
4829,2020-04-09,BrabantWallon,53,766,29,312,0,0,454
4830,2020-04-10,BrabantWallon,34,800,43,355,0,0,445
4831,2020-04-11,BrabantWallon,13,813,15,370,0,0,443
4832,2020-04-12,BrabantWallon,5,818,14,384,0,0,434
4833,2020-04-13,BrabantWallon,6,824,36,420,0,0,404
4834,2020-04-14,BrabantWallon,63,887,28,448,0,0,439
4835,2020-04-15,BrabantWallon,38,925,40,488,0,0,437
4836,2020-04-16,BrabantWallon,42,967,29,517,0,0,450
4837,2020-04-17,BrabantWallon,34,1001,45,562,0,0,439
4838,2020-04-18,BrabantWallon,30,1031,14,576,0,0,455
4839,2020-04-19,BrabantWallon,17,1048,16,592,0,0,456
4840,2020-04-20,BrabantWallon,48,1096,48,640,0,0,456
4841,2020-04-21,BrabantWallon,32,1128,33,673,0,0,455
4842,2020-04-22,BrabantWallon,52,1180,40,713,0,0,467
4843,2020-04-23,BrabantWallon,16,1196,53,766,0,0,430
4844,2020-04-24,BrabantWallon,14,1210,34,800,0,0,410
4845,2020-04-25,BrabantWallon,36,1246,13,813,0,0,433
4846,2020-04-26,BrabantWallon,6,1252,5,818,0,0,434
4847,2020-04-27,BrabantWallon,13,1265,6,824,0,0,441
4848,2020-04-28,BrabantWallon,9,1274,63,887,0,0,387
4849,2020-04-29,BrabantWallon,8,1282,38,925,0,0,357
4850,2020-04-30,BrabantWallon,5,1287,42,967,0,0,320
4851,2020-05-01,BrabantWallon,1,1288,34,1001,0,0,287
4852,2020-05-02,BrabantWallon,8,1296,30,1031,0,0,265
4853,2020-05-03,BrabantWallon,5,1301,17,1048,0,0,253
4854,2020-05-04,BrabantWallon,8,1309,48,1096,0,0,213
4855,2020-05-05,BrabantWallon,11,1320,32,1128,0,0,192
4856,2020-05-06,BrabantWallon,13,1333,52,1180,0,0,153
4857,2020-05-07,BrabantWallon,9,1342,16,1196,0,0,146
4858,2020-05-08,BrabantWallon,13,1355,14,1210,0,0,145
4859,2020-05-09,BrabantWallon,7,1362,36,1246,0,0,116
4860,2020-05-10,BrabantWallon,6,1368,6,1252,0,0,116
4861,2020-05-11,BrabantWallon,8,1376,13,1265,0,0,111
4862,2020-05-12,BrabantWallon,3,1379,9,1274,0,0,105
4863,2020-05-13,BrabantWallon,8,1387,8,1282,0,0,105
4864,2020-05-14,BrabantWallon,9,1396,5,1287,0,0,109
4865,2020-05-15,BrabantWallon,5,1401,1,1288,0,0,113
4866,2020-05-16,BrabantWallon,4,1405,8,1296,0,0,109
4867,2020-05-17,BrabantWallon,3,1408,5,1301,0,0,107
4868,2020-05-18,BrabantWallon,6,1414,8,1309,0,0,105
4869,2020-05-19,BrabantWallon,9,1423,11,1320,0,0,103
4870,2020-05-20,BrabantWallon,9,1432,13,1333,0,0,99
4871,2020-05-21,BrabantWallon,2,1434,9,1342,0,0,92
4872,2020-05-22,BrabantWallon,4,1438,13,1355,0,0,83
4873,2020-05-23,BrabantWallon,5,1443,7,1362,0,0,81
4874,2020-05-24,BrabantWallon,4,1447,6,1368,0,0,79
4875,2020-05-25,BrabantWallon,5,1452,8,1376,0,0,76
4876,2020-05-26,BrabantWallon,4,1456,3,1379,0,0,77
4877,2020-05-27,BrabantWallon,1,1457,8,1387,0,0,70
4878,2020-05-28,BrabantWallon,3,1460,9,1396,0,0,64
4879,2020-05-29,BrabantWallon,5,1465,5,1401,0,0,64
4880,2020-05-30,BrabantWallon,3,1468,4,1405,0,0,63
4881,2020-05-31,BrabantWallon,2,1470,3,1408,0,0,62
4882,2020-06-01,BrabantWallon,2,1472,6,1414,0,0,58
4883,2020-06-02,BrabantWallon,1,1473,9,1423,0,0,50
4884,2020-06-03,BrabantWallon,7,1480,9,1432,0,0,48
4885,2020-06-04,BrabantWallon,7,1487,2,1434,0,0,53
4886,2020-06-05,BrabantWallon,3,1490,4,1438,0,0,52
4887,2020-06-06,BrabantWallon,4,1494,5,1443,0,0,51
4888,2020-06-07,BrabantWallon,1,1495,4,1447,0,0,48
4889,2020-06-08,BrabantWallon,1,1496,5,1452,0,0,44
4890,2020-06-09,BrabantWallon,3,1499,4,1456,0,0,43
4891,2020-06-10,BrabantWallon,4,1503,1,1457,0,0,46
4892,2020-06-11,BrabantWallon,4,1507,3,1460,0,0,47
4893,2020-06-12,BrabantWallon,2,1509,5,1465,0,0,44
4894,2020-06-13,BrabantWallon,5,1514,3,1468,0,0,46
4895,2020-06-14,BrabantWallon,0,1514,2,1470,0,0,44
4896,2020-06-15,BrabantWallon,3,1517,2,1472,0,0,45
4897,2020-06-16,BrabantWallon,2,1519,1,1473,0,0,46
4898,2020-06-17,BrabantWallon,0,1519,7,1480,0,0,39
4899,2020-06-18,BrabantWallon,8,1527,7,1487,0,0,40
4900,2020-06-19,BrabantWallon,0,1527,3,1490,0,0,37
4901,2020-06-20,BrabantWallon,3,1530,4,1494,0,0,36
4902,2020-06-21,BrabantWallon,0,1530,1,1495,0,0,35
4903,2020-06-22,BrabantWallon,6,1536,1,1496,0,0,40
4904,2020-06-23,BrabantWallon,4,1540,3,1499,0,0,41
4905,2020-06-24,BrabantWallon,1,1541,4,1503,0,0,38
4906,2020-06-25,BrabantWallon,3,1544,4,1507,0,0,37
4907,2020-06-26,BrabantWallon,2,1546,2,1509,0,0,37
4908,2020-06-27,BrabantWallon,1,1547,5,1514,0,0,33
4909,2020-06-28,BrabantWallon,0,1547,0,1514,0,0,33
4910,2020-06-29,BrabantWallon,3,1550,3,1517,0,0,33
4911,2020-06-30,BrabantWallon,1,1551,2,1519,0,0,32
4912,2020-07-01,BrabantWallon,1,1552,0,1519,0,0,33
4913,2020-07-02,BrabantWallon,1,1553,8,1527,0,0,26
4914,2020-07-03,BrabantWallon,3,1556,0,1527,0,0,29
4915,2020-07-04,BrabantWallon,1,1557,3,1530,0,0,27
4916,2020-07-05,BrabantWallon,1,1558,0,1530,0,0,28
4917,2020-07-06,BrabantWallon,4,1562,6,1536,0,0,26
4918,2020-07-07,BrabantWallon,2,1564,4,1540,0,0,24
4919,2020-07-08,BrabantWallon,5,1569,1,1541,0,0,28
4920,2020-07-09,BrabantWallon,5,1574,3,1544,0,0,30
4921,2020-07-10,BrabantWallon,0,1574,2,1546,0,0,28
4922,2020-07-11,BrabantWallon,1,1575,1,1547,0,0,28
4923,2020-07-12,BrabantWallon,2,1577,0,1547,0,0,30
4924,2020-07-13,BrabantWallon,2,1579,3,1550,0,0,29
4925,2020-07-14,BrabantWallon,4,1583,1,1551,0,0,32
4926,2020-07-15,BrabantWallon,5,1588,1,1552,0,0,36
4927,2020-07-16,BrabantWallon,0,1588,1,1553,0,0,35
4928,2020-07-17,BrabantWallon,3,1591,3,1556,0,0,35
4929,2020-07-18,BrabantWallon,1,1592,1,1557,0,0,35
4930,2020-07-19,BrabantWallon,2,1594,1,1558,0,0,36
4931,2020-07-20,BrabantWallon,5,1599,4,1562,0,0,37
4932,2020-07-21,BrabantWallon,1,1600,2,1564,0,0,36
4933,2020-07-22,BrabantWallon,6,1606,5,1569,0,0,37
4934,2020-07-23,BrabantWallon,9,1615,5,1574,0,0,41
4935,2020-07-24,BrabantWallon,8,1623,0,1574,0,0,49
4936,2020-07-25,BrabantWallon,1,1624,1,1575,0,0,49
4937,2020-07-26,BrabantWallon,1,1625,2,1577,0,0,48
4938,2020-07-27,BrabantWallon,5,1630,2,1579,0,0,51
4939,2020-07-28,BrabantWallon,16,1646,4,1583,0,0,63
4940,2020-07-29,BrabantWallon,10,1656,5,1588,0,0,68
4941,2020-07-30,BrabantWallon,8,1664,0,1588,0,0,76
4942,2020-07-31,BrabantWallon,18,1682,3,1591,0,0,91
4943,2020-08-01,BrabantWallon,12,1694,1,1592,0,0,102
4944,2020-08-02,BrabantWallon,4,1698,2,1594,0,0,104
4945,2020-08-03,BrabantWallon,15,1713,5,1599,0,0,114
4946,2020-08-04,BrabantWallon,22,1735,1,1600,0,0,135
4947,2020-08-05,BrabantWallon,15,1750,6,1606,0,0,144
4948,2020-08-06,BrabantWallon,15,1765,9,1615,0,0,150
4949,2020-08-07,BrabantWallon,24,1789,8,1623,0,0,166
4950,2020-08-08,BrabantWallon,10,1799,1,1624,0,0,175
4951,2020-08-09,BrabantWallon,1,1800,1,1625,0,0,175
4952,2020-08-10,BrabantWallon,24,1824,5,1630,0,0,194
4953,2020-08-11,BrabantWallon,20,1844,16,1646,0,0,198
4954,2020-08-12,BrabantWallon,16,1860,10,1656,0,0,204
4955,2020-08-13,BrabantWallon,21,1881,8,1664,0,0,217
4956,2020-08-14,BrabantWallon,5,1886,18,1682,0,0,204
4957,2020-08-15,BrabantWallon,5,1891,12,1694,0,0,197
4958,2020-08-16,BrabantWallon,5,1896,4,1698,0,0,198
4959,2020-08-17,BrabantWallon,13,1909,15,1713,0,0,196
4960,2020-08-18,BrabantWallon,22,1931,22,1735,0,0,196
4961,2020-08-19,BrabantWallon,11,1942,15,1750,0,0,192
4962,2020-08-20,BrabantWallon,14,1956,15,1765,0,0,191
4963,2020-08-21,BrabantWallon,18,1974,24,1789,0,0,185
4964,2020-08-22,BrabantWallon,7,1981,10,1799,0,0,182
4965,2020-08-23,BrabantWallon,6,1987,1,1800,0,0,187
4966,2020-08-24,BrabantWallon,29,2016,24,1824,0,0,192
4967,2020-08-25,BrabantWallon,16,2032,20,1844,0,0,188
4968,2020-08-26,BrabantWallon,14,2046,16,1860,0,0,186
4969,2020-08-27,BrabantWallon,17,2063,21,1881,0,0,182
4970,2020-08-28,BrabantWallon,17,2080,5,1886,0,0,194
4971,2020-08-29,BrabantWallon,8,2088,5,1891,0,0,197
4972,2020-08-30,BrabantWallon,4,2092,5,1896,0,0,196
4973,2020-08-31,BrabantWallon,21,2113,13,1909,0,0,204
4974,2020-09-01,BrabantWallon,19,2132,22,1931,0,0,201
4975,2020-09-02,BrabantWallon,24,2156,11,1942,0,0,214
4976,2020-09-03,BrabantWallon,26,2182,14,1956,0,0,226
4977,2020-09-04,BrabantWallon,33,2215,18,1974,0,0,241
4978,2020-09-05,BrabantWallon,15,2230,7,1981,0,0,249
4979,2020-09-06,BrabantWallon,8,2238,6,1987,0,0,251
4980,2020-09-07,BrabantWallon,31,2269,29,2016,0,0,253
4981,2020-09-08,BrabantWallon,33,2302,16,2032,0,0,270
4982,2020-09-09,BrabantWallon,40,2342,14,2046,0,0,296
4983,2020-09-10,BrabantWallon,39,2381,17,2063,0,0,318
4984,2020-09-11,BrabantWallon,38,2419,17,2080,0,0,339
4985,2020-09-12,BrabantWallon,23,2442,8,2088,0,0,354
4986,2020-09-13,BrabantWallon,15,2457,4,2092,0,0,365
4987,2020-09-14,BrabantWallon,72,2529,21,2113,0,0,416
4988,2020-09-15,BrabantWallon,114,2643,19,2132,0,0,511
4989,2020-09-16,BrabantWallon,87,2730,24,2156,0,0,574
4990,2020-09-17,BrabantWallon,84,2814,26,2182,0,0,632
4991,2020-09-18,BrabantWallon,85,2899,33,2215,0,0,684
4992,2020-09-19,BrabantWallon,55,2954,15,2230,0,0,724
4993,2020-09-20,BrabantWallon,31,2985,8,2238,0,0,747
4994,2020-09-21,BrabantWallon,100,3085,31,2269,0,0,816
4995,2020-09-22,BrabantWallon,97,3182,33,2302,0,0,880
4996,2020-09-23,BrabantWallon,84,3266,40,2342,0,0,924
4997,2020-09-24,BrabantWallon,52,3318,39,2381,0,0,937
4998,2020-09-25,BrabantWallon,59,3377,38,2419,0,0,958
4999,2020-09-26,BrabantWallon,36,3413,23,2442,0,0,971
5000,2020-09-27,BrabantWallon,12,3425,15,2457,0,0,968
5001,2020-09-28,BrabantWallon,139,3564,72,2529,0,0,1035
5002,2020-09-29,BrabantWallon,156,3720,114,2643,0,0,1077
5003,2020-09-30,BrabantWallon,154,3874,87,2730,0,0,1144
5004,2020-10-01,BrabantWallon,212,4086,84,2814,0,0,1272
5005,2020-10-02,BrabantWallon,177,4263,85,2899,0,0,1364
5006,2020-10-03,BrabantWallon,51,4314,55,2954,0,0,1360
5007,2020-10-04,BrabantWallon,160,4474,31,2985,0,0,1489
5008,2020-10-05,BrabantWallon,301,4775,100,3085,0,0,1690
5009,2020-10-06,BrabantWallon,345,5120,97,3182,0,0,1938
5010,2020-10-07,BrabantWallon,397,5517,84,3266,0,0,2251
5011,2020-10-08,BrabantWallon,370,5887,52,3318,0,0,2569
5012,2020-10-09,BrabantWallon,449,6336,59,3377,0,0,2959
5013,2020-10-10,BrabantWallon,298,6634,36,3413,0,0,3221
5014,2020-10-11,BrabantWallon,134,6768,12,3425,0,0,3343
5015,2020-10-12,BrabantWallon,363,7131,139,3564,0,0,3567
5016,2020-10-13,BrabantWallon,687,7818,156,3720,0,0,4098
5017,2020-10-14,BrabantWallon,649,8467,154,3874,0,0,4593
5018,2020-10-15,BrabantWallon,536,9003,212,4086,0,0,4917
5019,2020-10-16,BrabantWallon,718,9721,177,4263,0,0,5458
5020,2020-10-17,BrabantWallon,313,10034,51,4314,0,0,5720
