,DATE,REGION,NEW_CASES,CUMULATIVE_CASES,NEW_RECOVERED,CUMULATIVE_RECOVERED,NEW_DEATHS,CUMULATIVE_DEATHS,ACTIVE_CASES
1255,2020-12-23,WestVlaanderen,319,52555,356,47636,0,0,4919
1256,2020-12-24,WestVlaanderen,208,52763,387,48023,0,0,4740
1257,2020-12-25,WestVlaanderen,80,52843,407,48430,0,0,4413
1258,2020-12-26,WestVlaanderen,215,53058,283,48713,0,0,4345
1259,2020-12-27,WestVlaanderen,77,53135,112,48825,0,0,4310
1260,2020-12-28,WestVlaanderen,376,53511,591,49416,0,0,4095
1261,2020-12-29,WestVlaanderen,309,53820,480,49896,0,0,3924
1262,2020-12-30,WestVlaanderen,272,54092,399,50295,0,0,3797
1263,2020-12-31,WestVlaanderen,224,54316,392,50687,0,0,3629
1264,2021-01-01,WestVlaanderen,67,54383,375,51062,0,0,3321
1265,2021-01-02,WestVlaanderen,152,54535,218,51280,0,0,3255
1266,2021-01-03,WestVlaanderen,111,54646,124,51404,0,0,3242
1267,2021-01-04,WestVlaanderen,440,55086,476,51880,0,0,3206
1268,2021-01-05,WestVlaanderen,308,55394,356,52236,0,0,3158
1269,2021-01-06,WestVlaanderen,313,55707,319,52555,0,0,3152
1270,2021-01-07,WestVlaanderen,243,55950,208,52763,0,0,3187
1271,2021-01-08,WestVlaanderen,231,56181,80,52843,0,0,3338
1272,2021-01-09,WestVlaanderen,178,56359,215,53058,0,0,3301
1273,2021-01-10,WestVlaanderen,113,56472,77,53135,0,0,3337
1274,2021-01-11,WestVlaanderen,361,56833,376,53511,0,0,3322
1275,2021-01-12,WestVlaanderen,364,57197,309,53820,0,0,3377
1276,2021-01-13,WestVlaanderen,296,57493,272,54092,0,0,3401
1277,2021-01-14,WestVlaanderen,270,57763,224,54316,0,0,3447
1278,2021-01-15,WestVlaanderen,266,58029,67,54383,0,0,3646
1279,2021-01-16,WestVlaanderen,165,58194,152,54535,0,0,3659
1280,2021-01-17,WestVlaanderen,70,58264,111,54646,0,0,3618
1281,2021-01-18,WestVlaanderen,471,58735,440,55086,0,0,3649
1282,2021-01-19,WestVlaanderen,321,59056,308,55394,0,0,3662
1283,2021-01-20,WestVlaanderen,353,59409,313,55707,0,0,3702
1284,2021-01-21,WestVlaanderen,326,59735,243,55950,0,0,3785
1285,2021-01-22,WestVlaanderen,312,60047,231,56181,0,0,3866
1286,2021-01-23,WestVlaanderen,178,60225,178,56359,0,0,3866
1287,2021-01-24,WestVlaanderen,115,60340,113,56472,0,0,3868
1288,2021-01-25,WestVlaanderen,474,60814,361,56833,0,0,3981
1289,2021-01-26,WestVlaanderen,333,61147,364,57197,0,0,3950
1290,2021-01-27,WestVlaanderen,361,61508,296,57493,0,0,4015
1291,2021-01-28,WestVlaanderen,327,61835,270,57763,0,0,4072
1292,2021-01-29,WestVlaanderen,332,62167,266,58029,0,0,4138
1293,2021-01-30,WestVlaanderen,189,62356,165,58194,0,0,4162
1294,2021-01-31,WestVlaanderen,117,62473,70,58264,0,0,4209
1295,2021-02-01,WestVlaanderen,414,62887,471,58735,0,0,4152
1296,2021-02-02,WestVlaanderen,301,63188,321,59056,0,0,4132
1297,2021-02-03,WestVlaanderen,314,63502,353,59409,0,0,4093
1298,2021-02-04,WestVlaanderen,292,63794,326,59735,0,0,4059
1299,2021-02-05,WestVlaanderen,275,64069,312,60047,0,0,4022
1300,2021-02-06,WestVlaanderen,168,64237,178,60225,0,0,4012
1301,2021-02-07,WestVlaanderen,76,64313,115,60340,0,0,3973
1302,2021-02-08,WestVlaanderen,335,64648,474,60814,0,0,3834
1303,2021-02-09,WestVlaanderen,235,64883,333,61147,0,0,3736
1304,2021-02-10,WestVlaanderen,226,65109,361,61508,0,0,3601
1305,2021-02-11,WestVlaanderen,274,65383,327,61835,0,0,3548
1306,2021-02-12,WestVlaanderen,257,65640,332,62167,0,0,3473
1307,2021-02-13,WestVlaanderen,130,65770,189,62356,0,0,3414
1308,2021-02-14,WestVlaanderen,73,65843,117,62473,0,0,3370
1309,2021-02-15,WestVlaanderen,297,66140,414,62887,0,0,3253
1310,2021-02-16,WestVlaanderen,302,66442,301,63188,0,0,3254
1311,2021-02-17,WestVlaanderen,308,66750,314,63502,0,0,3248
1312,2021-02-18,WestVlaanderen,294,67044,292,63794,0,0,3250
1313,2021-02-19,WestVlaanderen,261,67305,275,64069,0,0,3236
1314,2021-02-20,WestVlaanderen,167,67472,168,64237,0,0,3235
1315,2021-02-21,WestVlaanderen,89,67561,76,64313,0,0,3248
1316,2021-02-22,WestVlaanderen,356,67917,335,64648,0,0,3269
1317,2021-02-23,WestVlaanderen,313,68230,235,64883,0,0,3347
1318,2021-02-24,WestVlaanderen,270,68500,226,65109,0,0,3391
1319,2021-02-25,WestVlaanderen,268,68768,274,65383,0,0,3385
1320,2021-02-26,WestVlaanderen,241,69009,257,65640,0,0,3369
1321,2021-02-27,WestVlaanderen,136,69145,130,65770,0,0,3375
1322,2021-02-28,WestVlaanderen,86,69231,73,65843,0,0,3388
1323,2021-03-01,WestVlaanderen,313,69544,297,66140,0,0,3404
1324,2021-03-02,WestVlaanderen,308,69852,302,66442,0,0,3410
1325,2021-03-03,WestVlaanderen,287,70139,308,66750,0,0,3389
1326,2021-03-04,WestVlaanderen,289,70428,294,67044,0,0,3384
1327,2021-03-05,WestVlaanderen,267,70695,261,67305,0,0,3390
1328,2021-03-06,WestVlaanderen,172,70867,167,67472,0,0,3395
1329,2021-03-07,WestVlaanderen,74,70941,89,67561,0,0,3380
1330,2021-03-08,WestVlaanderen,393,71334,356,67917,0,0,3417
1331,2021-03-09,WestVlaanderen,332,71666,313,68230,0,0,3436
1332,2021-03-10,WestVlaanderen,320,71986,270,68500,0,0,3486
1333,2021-03-11,WestVlaanderen,317,72303,268,68768,0,0,3535
1334,2021-03-12,WestVlaanderen,362,72665,241,69009,0,0,3656
1335,2021-03-13,WestVlaanderen,215,72880,136,69145,0,0,3735
1336,2021-03-14,WestVlaanderen,124,73004,86,69231,0,0,3773
1337,2021-03-15,WestVlaanderen,494,73498,313,69544,0,0,3954
1338,2021-03-16,WestVlaanderen,439,73937,308,69852,0,0,4085
1339,2021-03-17,WestVlaanderen,514,74451,287,70139,0,0,4312
1340,2021-03-18,WestVlaanderen,518,74969,289,70428,0,0,4541
1341,2021-03-19,WestVlaanderen,494,75463,267,70695,0,0,4768
1342,2021-03-20,WestVlaanderen,285,75748,172,70867,0,0,4881
1343,2021-03-21,WestVlaanderen,135,75883,74,70941,0,0,4942
1344,2021-03-22,WestVlaanderen,669,76552,393,71334,0,0,5218
1345,2021-03-23,WestVlaanderen,609,77161,332,71666,0,0,5495
1346,2021-03-24,WestVlaanderen,591,77752,320,71986,0,0,5766
1347,2021-03-25,WestVlaanderen,476,78228,317,72303,0,0,5925
1348,2021-03-26,WestVlaanderen,496,78724,362,72665,0,0,6059
1349,2021-03-27,WestVlaanderen,289,79013,215,72880,0,0,6133
1350,2021-03-28,WestVlaanderen,119,79132,124,73004,0,0,6128
1351,2021-03-29,WestVlaanderen,582,79714,494,73498,0,0,6216
1352,2021-03-30,WestVlaanderen,434,80148,439,73937,0,0,6211
1353,2021-03-31,WestVlaanderen,433,80581,514,74451,0,0,6130
1354,2021-04-01,WestVlaanderen,345,80926,518,74969,0,0,5957
1355,2021-04-02,WestVlaanderen,355,81281,494,75463,0,0,5818
1356,2021-04-03,WestVlaanderen,202,81483,285,75748,0,0,5735
1357,2021-04-04,WestVlaanderen,134,81617,135,75883,0,0,5734
1358,2021-04-05,WestVlaanderen,154,81771,669,76552,0,0,5219
1359,2021-04-06,WestVlaanderen,494,82265,609,77161,0,0,5104
1360,2021-04-07,WestVlaanderen,515,82780,591,77752,0,0,5028
1361,2021-04-08,WestVlaanderen,379,83159,476,78228,0,0,4931
1362,2021-04-09,WestVlaanderen,324,83483,496,78724,0,0,4759
1363,2021-04-10,WestVlaanderen,195,83678,289,79013,0,0,4665
1364,2021-04-11,WestVlaanderen,108,83786,119,79132,0,0,4654
1365,2021-04-12,WestVlaanderen,425,84211,582,79714,0,0,4497
1366,2021-04-13,WestVlaanderen,410,84621,434,80148,0,0,4473
1367,2021-04-14,WestVlaanderen,378,84999,433,80581,0,0,4418
1368,2021-04-15,WestVlaanderen,327,85326,345,80926,0,0,4400
1369,2021-04-16,WestVlaanderen,303,85629,355,81281,0,0,4348
1370,2021-04-17,WestVlaanderen,137,85766,202,81483,0,0,4283
1371,2021-04-18,WestVlaanderen,66,85832,134,81617,0,0,4215
1372,2021-04-19,WestVlaanderen,441,86273,154,81771,0,0,4502
1373,2021-04-20,WestVlaanderen,421,86694,494,82265,0,0,4429
1374,2021-04-21,WestVlaanderen,351,87045,515,82780,0,0,4265
1375,2021-04-22,WestVlaanderen,305,87350,379,83159,0,0,4191
1376,2021-04-23,WestVlaanderen,325,87675,324,83483,0,0,4192
1377,2021-04-24,WestVlaanderen,214,87889,195,83678,0,0,4211
1378,2021-04-25,WestVlaanderen,92,87981,108,83786,0,0,4195
1379,2021-04-26,WestVlaanderen,428,88409,425,84211,0,0,4198
1380,2021-04-27,WestVlaanderen,363,88772,410,84621,0,0,4151
1381,2021-04-28,WestVlaanderen,287,89059,378,84999,0,0,4060
1382,2021-04-29,WestVlaanderen,290,89349,327,85326,0,0,4023
1383,2021-04-30,WestVlaanderen,331,89680,303,85629,0,0,4051
1384,2021-05-01,WestVlaanderen,120,89800,137,85766,0,0,4034
1385,2021-05-02,WestVlaanderen,127,89927,66,85832,0,0,4095
1386,2021-05-03,WestVlaanderen,427,90354,441,86273,0,0,4081
1387,2021-05-04,WestVlaanderen,323,90677,421,86694,0,0,3983
1388,2021-05-05,WestVlaanderen,353,91030,351,87045,0,0,3985
1389,2021-05-06,WestVlaanderen,325,91355,305,87350,0,0,4005
1390,2021-05-07,WestVlaanderen,298,91653,325,87675,0,0,3978
1391,2021-05-08,WestVlaanderen,178,91831,214,87889,0,0,3942
1392,2021-05-09,WestVlaanderen,75,91906,92,87981,0,0,3925
1393,2021-05-10,WestVlaanderen,390,92296,428,88409,0,0,3887
1394,2021-05-11,WestVlaanderen,253,92549,363,88772,0,0,3777
1395,2021-05-12,WestVlaanderen,221,92770,287,89059,0,0,3711
1396,2021-05-13,WestVlaanderen,87,92857,290,89349,0,0,3508
1397,2021-05-14,WestVlaanderen,217,93074,331,89680,0,0,3394
1398,2021-05-15,WestVlaanderen,125,93199,120,89800,0,0,3399
1399,2021-05-16,WestVlaanderen,60,93259,127,89927,0,0,3332
1400,2021-05-17,WestVlaanderen,363,93622,427,90354,0,0,3268
1401,2021-05-18,WestVlaanderen,297,93919,323,90677,0,0,3242
1402,2021-05-19,WestVlaanderen,296,94215,353,91030,0,0,3185
1403,2021-05-20,WestVlaanderen,256,94471,325,91355,0,0,3116
1404,2021-05-21,WestVlaanderen,216,94687,298,91653,0,0,3034
1405,2021-05-22,WestVlaanderen,122,94809,178,91831,0,0,2978
1406,2021-05-23,WestVlaanderen,70,94879,75,91906,0,0,2973
1407,2021-05-24,WestVlaanderen,98,94977,390,92296,0,0,2681
1408,2021-05-25,WestVlaanderen,272,95249,253,92549,0,0,2700
1409,2021-05-26,WestVlaanderen,191,95440,221,92770,0,0,2670
1410,2021-05-27,WestVlaanderen,175,95615,87,92857,0,0,2758
1411,2021-05-28,WestVlaanderen,177,95792,217,93074,0,0,2718
1412,2021-05-29,WestVlaanderen,108,95900,125,93199,0,0,2701
1413,2021-05-30,WestVlaanderen,55,95955,60,93259,0,0,2696
1414,2021-05-31,WestVlaanderen,182,96137,363,93622,0,0,2515
1415,2021-06-01,WestVlaanderen,175,96312,297,93919,0,0,2393
1416,2021-06-02,WestVlaanderen,123,96435,296,94215,0,0,2220
1417,2021-06-03,WestVlaanderen,126,96561,256,94471,0,0,2090
1418,2021-06-04,WestVlaanderen,110,96671,216,94687,0,0,1984
1419,2021-06-05,WestVlaanderen,59,96730,122,94809,0,0,1921
1420,2021-06-06,WestVlaanderen,38,96768,70,94879,0,0,1889
1421,2021-06-07,WestVlaanderen,99,96867,98,94977,0,0,1890
1422,2021-06-08,WestVlaanderen,62,96929,272,95249,0,0,1680
1423,2021-06-09,WestVlaanderen,56,96985,191,95440,0,0,1545
1424,2021-06-10,WestVlaanderen,50,97035,175,95615,0,0,1420
1425,2021-06-11,WestVlaanderen,52,97087,177,95792,0,0,1295
1426,2021-06-12,WestVlaanderen,34,97121,108,95900,0,0,1221
1427,2021-06-13,WestVlaanderen,12,97133,55,95955,0,0,1178
1428,2021-06-14,WestVlaanderen,56,97189,182,96137,0,0,1052
1429,2021-06-15,WestVlaanderen,35,97224,175,96312,0,0,912
1430,2021-06-16,WestVlaanderen,32,97256,123,96435,0,0,821
1431,2021-06-17,WestVlaanderen,20,97276,126,96561,0,0,715
1432,2021-06-18,WestVlaanderen,24,97300,110,96671,0,0,629
1433,2021-06-19,WestVlaanderen,18,97318,59,96730,0,0,588
1434,2021-06-20,WestVlaanderen,2,97320,0,96730,0,0,590
1435,2021-06-21,WestVlaanderen,0,97320,0,96730,0,0,590
1436,2021-06-22,WestVlaanderen,0,97320,0,96730,0,0,590
1437,2020-03-01,OostVlaanderen,1,1,0,0,0,0,1
1438,2020-03-02,OostVlaanderen,1,2,0,0,0,0,2
1439,2020-03-03,OostVlaanderen,3,5,0,0,0,0,5
1440,2020-03-04,OostVlaanderen,3,8,0,0,0,0,8
1441,2020-03-05,OostVlaanderen,9,17,0,0,0,0,17
1442,2020-03-06,OostVlaanderen,16,33,0,0,0,0,33
1443,2020-03-07,OostVlaanderen,1,34,0,0,0,0,34
1444,2020-03-08,OostVlaanderen,5,39,0,0,0,0,39
1445,2020-03-09,OostVlaanderen,6,45,0,0,0,0,45
1446,2020-03-10,OostVlaanderen,16,61,0,0,0,0,61
1447,2020-03-11,OostVlaanderen,25,86,0,0,0,0,86
1448,2020-03-12,OostVlaanderen,31,117,0,0,0,0,117
1449,2020-03-13,OostVlaanderen,29,146,0,0,0,0,146
1450,2020-03-14,OostVlaanderen,13,159,0,0,0,0,159
1451,2020-03-15,OostVlaanderen,19,178,1,1,0,0,177
1452,2020-03-16,OostVlaanderen,36,214,1,2,0,0,212
1453,2020-03-17,OostVlaanderen,39,253,3,5,0,0,248
1454,2020-03-18,OostVlaanderen,53,306,3,8,0,0,298
1455,2020-03-19,OostVlaanderen,59,365,9,17,0,0,348
1456,2020-03-20,OostVlaanderen,74,439,16,33,0,0,406
1457,2020-03-21,OostVlaanderen,39,478,1,34,0,0,444
1458,2020-03-22,OostVlaanderen,44,522,5,39,0,0,483
1459,2020-03-23,OostVlaanderen,144,666,6,45,0,0,621
1460,2020-03-24,OostVlaanderen,155,821,16,61,0,0,760
1461,2020-03-25,OostVlaanderen,145,966,25,86,0,0,880
1462,2020-03-26,OostVlaanderen,163,1129,31,117,0,0,1012
1463,2020-03-27,OostVlaanderen,221,1350,29,146,0,0,1204
1464,2020-03-28,OostVlaanderen,109,1459,13,159,0,0,1300
1465,2020-03-29,OostVlaanderen,70,1529,19,178,0,0,1351
1466,2020-03-30,OostVlaanderen,218,1747,36,214,0,0,1533
1467,2020-03-31,OostVlaanderen,218,1965,39,253,0,0,1712
1468,2020-04-01,OostVlaanderen,174,2139,53,306,0,0,1833
1469,2020-04-02,OostVlaanderen,153,2292,59,365,0,0,1927
1470,2020-04-03,OostVlaanderen,194,2486,74,439,0,0,2047
1471,2020-04-04,OostVlaanderen,131,2617,39,478,0,0,2139
1472,2020-04-05,OostVlaanderen,110,2727,44,522,0,0,2205
1473,2020-04-06,OostVlaanderen,213,2940,144,666,0,0,2274
1474,2020-04-07,OostVlaanderen,146,3086,155,821,0,0,2265
1475,2020-04-08,OostVlaanderen,169,3255,145,966,0,0,2289
1476,2020-04-09,OostVlaanderen,363,3618,163,1129,0,0,2489
1477,2020-04-10,OostVlaanderen,401,4019,221,1350,0,0,2669
1478,2020-04-11,OostVlaanderen,94,4113,109,1459,0,0,2654
1479,2020-04-12,OostVlaanderen,42,4155,70,1529,0,0,2626
1480,2020-04-13,OostVlaanderen,64,4219,218,1747,0,0,2472
1481,2020-04-14,OostVlaanderen,138,4357,218,1965,0,0,2392
1482,2020-04-15,OostVlaanderen,157,4514,174,2139,0,0,2375
1483,2020-04-16,OostVlaanderen,240,4754,153,2292,0,0,2462
1484,2020-04-17,OostVlaanderen,171,4925,194,2486,0,0,2439
1485,2020-04-18,OostVlaanderen,41,4966,131,2617,0,0,2349
1486,2020-04-19,OostVlaanderen,25,4991,110,2727,0,0,2264
1487,2020-04-20,OostVlaanderen,117,5108,213,2940,0,0,2168
1488,2020-04-21,OostVlaanderen,81,5189,146,3086,0,0,2103
1489,2020-04-22,OostVlaanderen,77,5266,169,3255,0,0,2011
1490,2020-04-23,OostVlaanderen,80,5346,363,3618,0,0,1728
1491,2020-04-24,OostVlaanderen,84,5430,401,4019,0,0,1411
1492,2020-04-25,OostVlaanderen,40,5470,94,4113,0,0,1357
1493,2020-04-26,OostVlaanderen,13,5483,42,4155,0,0,1328
1494,2020-04-27,OostVlaanderen,95,5578,64,4219,0,0,1359
1495,2020-04-28,OostVlaanderen,85,5663,138,4357,0,0,1306
1496,2020-04-29,OostVlaanderen,51,5714,157,4514,0,0,1200
1497,2020-04-30,OostVlaanderen,48,5762,240,4754,0,0,1008
1498,2020-05-01,OostVlaanderen,20,5782,171,4925,0,0,857
1499,2020-05-02,OostVlaanderen,25,5807,41,4966,0,0,841
1500,2020-05-03,OostVlaanderen,9,5816,25,4991,0,0,825
1501,2020-05-04,OostVlaanderen,60,5876,117,5108,0,0,768
1502,2020-05-05,OostVlaanderen,61,5937,81,5189,0,0,748
1503,2020-05-06,OostVlaanderen,57,5994,77,5266,0,0,728
1504,2020-05-07,OostVlaanderen,35,6029,80,5346,0,0,683
1505,2020-05-08,OostVlaanderen,45,6074,84,5430,0,0,644
1506,2020-05-09,OostVlaanderen,22,6096,40,5470,0,0,626
1507,2020-05-10,OostVlaanderen,3,6099,13,5483,0,0,616
1508,2020-05-11,OostVlaanderen,53,6152,95,5578,0,0,574
1509,2020-05-12,OostVlaanderen,37,6189,85,5663,0,0,526
1510,2020-05-13,OostVlaanderen,19,6208,51,5714,0,0,494
1511,2020-05-14,OostVlaanderen,28,6236,48,5762,0,0,474
1512,2020-05-15,OostVlaanderen,30,6266,20,5782,0,0,484
1513,2020-05-16,OostVlaanderen,23,6289,25,5807,0,0,482
1514,2020-05-17,OostVlaanderen,6,6295,9,5816,0,0,479
1515,2020-05-18,OostVlaanderen,41,6336,60,5876,0,0,460
1516,2020-05-19,OostVlaanderen,42,6378,61,5937,0,0,441
1517,2020-05-20,OostVlaanderen,39,6417,57,5994,0,0,423
1518,2020-05-21,OostVlaanderen,7,6424,35,6029,0,0,395
1519,2020-05-22,OostVlaanderen,32,6456,45,6074,0,0,382
1520,2020-05-23,OostVlaanderen,27,6483,22,6096,0,0,387
1521,2020-05-24,OostVlaanderen,7,6490,3,6099,0,0,391
1522,2020-05-25,OostVlaanderen,55,6545,53,6152,0,0,393
1523,2020-05-26,OostVlaanderen,32,6577,37,6189,0,0,388
1524,2020-05-27,OostVlaanderen,14,6591,19,6208,0,0,383
1525,2020-05-28,OostVlaanderen,21,6612,28,6236,0,0,376
1526,2020-05-29,OostVlaanderen,8,6620,30,6266,0,0,354
1527,2020-05-30,OostVlaanderen,10,6630,23,6289,0,0,341
1528,2020-05-31,OostVlaanderen,3,6633,6,6295,0,0,338
1529,2020-06-01,OostVlaanderen,12,6645,41,6336,0,0,309
1530,2020-06-02,OostVlaanderen,21,6666,42,6378,0,0,288
1531,2020-06-03,OostVlaanderen,13,6679,39,6417,0,0,262
1532,2020-06-04,OostVlaanderen,18,6697,7,6424,0,0,273
1533,2020-06-05,OostVlaanderen,12,6709,32,6456,0,0,253
1534,2020-06-06,OostVlaanderen,7,6716,27,6483,0,0,233
1535,2020-06-07,OostVlaanderen,6,6722,7,6490,0,0,232
1536,2020-06-08,OostVlaanderen,12,6734,55,6545,0,0,189
1537,2020-06-09,OostVlaanderen,12,6746,32,6577,0,0,169
1538,2020-06-10,OostVlaanderen,9,6755,14,6591,0,0,164
1539,2020-06-11,OostVlaanderen,11,6766,21,6612,0,0,154
1540,2020-06-12,OostVlaanderen,6,6772,8,6620,0,0,152
1541,2020-06-13,OostVlaanderen,3,6775,10,6630,0,0,145
1542,2020-06-14,OostVlaanderen,1,6776,3,6633,0,0,143
1543,2020-06-15,OostVlaanderen,12,6788,12,6645,0,0,143
1544,2020-06-16,OostVlaanderen,6,6794,21,6666,0,0,128
1545,2020-06-17,OostVlaanderen,9,6803,13,6679,0,0,124
1546,2020-06-18,OostVlaanderen,6,6809,18,6697,0,0,112
1547,2020-06-19,OostVlaanderen,11,6820,12,6709,0,0,111
1548,2020-06-20,OostVlaanderen,2,6822,7,6716,0,0,106
1549,2020-06-21,OostVlaanderen,1,6823,6,6722,0,0,101
1550,2020-06-22,OostVlaanderen,5,6828,12,6734,0,0,94
1551,2020-06-23,OostVlaanderen,8,6836,12,6746,0,0,90
1552,2020-06-24,OostVlaanderen,6,6842,9,6755,0,0,87
1553,2020-06-25,OostVlaanderen,8,6850,11,6766,0,0,84
1554,2020-06-26,OostVlaanderen,9,6859,6,6772,0,0,87
1555,2020-06-27,OostVlaanderen,6,6865,3,6775,0,0,90
1556,2020-06-28,OostVlaanderen,2,6867,1,6776,0,0,91
1557,2020-06-29,OostVlaanderen,6,6873,12,6788,0,0,85
1558,2020-06-30,OostVlaanderen,9,6882,6,6794,0,0,88
1559,2020-07-01,OostVlaanderen,12,6894,9,6803,0,0,91
1560,2020-07-02,OostVlaanderen,7,6901,6,6809,0,0,92
1561,2020-07-03,OostVlaanderen,12,6913,11,6820,0,0,93
1562,2020-07-04,OostVlaanderen,3,6916,2,6822,0,0,94
1563,2020-07-05,OostVlaanderen,2,6918,1,6823,0,0,95
1564,2020-07-06,OostVlaanderen,6,6924,5,6828,0,0,96
1565,2020-07-07,OostVlaanderen,11,6935,8,6836,0,0,99
1566,2020-07-08,OostVlaanderen,10,6945,6,6842,0,0,103
1567,2020-07-09,OostVlaanderen,10,6955,8,6850,0,0,105
1568,2020-07-10,OostVlaanderen,7,6962,9,6859,0,0,103
1569,2020-07-11,OostVlaanderen,2,6964,6,6865,0,0,99
1570,2020-07-12,OostVlaanderen,4,6968,2,6867,0,0,101
1571,2020-07-13,OostVlaanderen,10,6978,6,6873,0,0,105
1572,2020-07-14,OostVlaanderen,19,6997,9,6882,0,0,115
1573,2020-07-15,OostVlaanderen,16,7013,12,6894,0,0,119
1574,2020-07-16,OostVlaanderen,14,7027,7,6901,0,0,126
1575,2020-07-17,OostVlaanderen,5,7032,12,6913,0,0,119
1576,2020-07-18,OostVlaanderen,7,7039,3,6916,0,0,123
1577,2020-07-19,OostVlaanderen,7,7046,2,6918,0,0,128
1578,2020-07-20,OostVlaanderen,41,7087,6,6924,0,0,163
1579,2020-07-21,OostVlaanderen,11,7098,11,6935,0,0,163
1580,2020-07-22,OostVlaanderen,29,7127,10,6945,0,0,182
1581,2020-07-23,OostVlaanderen,33,7160,10,6955,0,0,205
1582,2020-07-24,OostVlaanderen,41,7201,7,6962,0,0,239
1583,2020-07-25,OostVlaanderen,19,7220,2,6964,0,0,256
1584,2020-07-26,OostVlaanderen,24,7244,4,6968,0,0,276
1585,2020-07-27,OostVlaanderen,47,7291,10,6978,0,0,313
1586,2020-07-28,OostVlaanderen,57,7348,19,6997,0,0,351
1587,2020-07-29,OostVlaanderen,59,7407,16,7013,0,0,394
1588,2020-07-30,OostVlaanderen,47,7454,14,7027,0,0,427
1589,2020-07-31,OostVlaanderen,55,7509,5,7032,0,0,477
1590,2020-08-01,OostVlaanderen,28,7537,7,7039,0,0,498
1591,2020-08-02,OostVlaanderen,19,7556,7,7046,0,0,510
1592,2020-08-03,OostVlaanderen,73,7629,41,7087,0,0,542
1593,2020-08-04,OostVlaanderen,46,7675,11,7098,0,0,577
1594,2020-08-05,OostVlaanderen,71,7746,29,7127,0,0,619
1595,2020-08-06,OostVlaanderen,91,7837,33,7160,0,0,677
1596,2020-08-07,OostVlaanderen,56,7893,41,7201,0,0,692
1597,2020-08-08,OostVlaanderen,32,7925,19,7220,0,0,705
1598,2020-08-09,OostVlaanderen,7,7932,24,7244,0,0,688
1599,2020-08-10,OostVlaanderen,60,7992,47,7291,0,0,701
1600,2020-08-11,OostVlaanderen,55,8047,57,7348,0,0,699
1601,2020-08-12,OostVlaanderen,51,8098,59,7407,0,0,691
1602,2020-08-13,OostVlaanderen,77,8175,47,7454,0,0,721
1603,2020-08-14,OostVlaanderen,60,8235,55,7509,0,0,726
1604,2020-08-15,OostVlaanderen,8,8243,28,7537,0,0,706
1605,2020-08-16,OostVlaanderen,11,8254,19,7556,0,0,698
1606,2020-08-17,OostVlaanderen,67,8321,73,7629,0,0,692
1607,2020-08-18,OostVlaanderen,58,8379,46,7675,0,0,704
1608,2020-08-19,OostVlaanderen,54,8433,71,7746,0,0,687
1609,2020-08-20,OostVlaanderen,44,8477,91,7837,0,0,640
1610,2020-08-21,OostVlaanderen,39,8516,56,7893,0,0,623
1611,2020-08-22,OostVlaanderen,16,8532,32,7925,0,0,607
1612,2020-08-23,OostVlaanderen,7,8539,7,7932,0,0,607
1613,2020-08-24,OostVlaanderen,50,8589,60,7992,0,0,597
1614,2020-08-25,OostVlaanderen,48,8637,55,8047,0,0,590
1615,2020-08-26,OostVlaanderen,32,8669,51,8098,0,0,571
1616,2020-08-27,OostVlaanderen,39,8708,77,8175,0,0,533
1617,2020-08-28,OostVlaanderen,52,8760,60,8235,0,0,525
1618,2020-08-29,OostVlaanderen,13,8773,8,8243,0,0,530
1619,2020-08-30,OostVlaanderen,14,8787,11,8254,0,0,533
1620,2020-08-31,OostVlaanderen,60,8847,67,8321,0,0,526
1621,2020-09-01,OostVlaanderen,37,8884,58,8379,0,0,505
1622,2020-09-02,OostVlaanderen,56,8940,54,8433,0,0,507
1623,2020-09-03,OostVlaanderen,52,8992,44,8477,0,0,515
1624,2020-09-04,OostVlaanderen,75,9067,39,8516,0,0,551
1625,2020-09-05,OostVlaanderen,27,9094,16,8532,0,0,562
1626,2020-09-06,OostVlaanderen,13,9107,7,8539,0,0,568
1627,2020-09-07,OostVlaanderen,109,9216,50,8589,0,0,627
1628,2020-09-08,OostVlaanderen,82,9298,48,8637,0,0,661
1629,2020-09-09,OostVlaanderen,96,9394,32,8669,0,0,725
1630,2020-09-10,OostVlaanderen,119,9513,39,8708,0,0,805
1631,2020-09-11,OostVlaanderen,139,9652,52,8760,0,0,892
1632,2020-09-12,OostVlaanderen,45,9697,13,8773,0,0,924
1633,2020-09-13,OostVlaanderen,28,9725,14,8787,0,0,938
1634,2020-09-14,OostVlaanderen,173,9898,60,8847,0,0,1051
1635,2020-09-15,OostVlaanderen,127,10025,37,8884,0,0,1141
1636,2020-09-16,OostVlaanderen,167,10192,56,8940,0,0,1252
1637,2020-09-17,OostVlaanderen,109,10301,52,8992,0,0,1309
1638,2020-09-18,OostVlaanderen,157,10458,75,9067,0,0,1391
1639,2020-09-19,OostVlaanderen,69,10527,27,9094,0,0,1433
1640,2020-09-20,OostVlaanderen,42,10569,13,9107,0,0,1462
1641,2020-09-21,OostVlaanderen,162,10731,109,9216,0,0,1515
1642,2020-09-22,OostVlaanderen,153,10884,82,9298,0,0,1586
1643,2020-09-23,OostVlaanderen,138,11022,96,9394,0,0,1628
1644,2020-09-24,OostVlaanderen,145,11167,119,9513,0,0,1654
1645,2020-09-25,OostVlaanderen,117,11284,139,9652,0,0,1632
1646,2020-09-26,OostVlaanderen,59,11343,45,9697,0,0,1646
